ShipmentID,TrackingNumber,SenderID,ReceiverID,OriginHubID,DestinationHubID,CreatedDate,PromisedDeliveryDate,DeliveredDate,ServiceType,PackageWeight_KG,PackageVolume_CM3,DeclaredValue,ShippingFee,StatusID,MaterialID,FinalFailureReasonID
79676,TRK-73434852,1336,2332,12,7,2025-12-12 00:00:00.000,2025-12-15 00:00:00.000,2025-12-15 00:00:00.000,Express,30.07,6441.12,1834.37,79.85,5,12,
79677,TRK-124107770,56701,49096,2,1,2025-12-25 00:00:00.000,2026-01-01 00:00:00.000,2026-01-01 00:00:00.000,Standard,31.9,895.31,949.97,106.78,5,86,
79678,TRK-22760099,2973,66859,6,6,2026-02-14 00:00:00.000,2026-02-21 00:00:00.000,2026-02-21 00:00:00.000,Standard,33.32,7737.07,1911.07,28.8,5,93,
79679,TRK-701665365,15921,94983,11,7,2025-09-12 00:00:00.000,2025-09-13 00:00:00.000,2025-09-12 00:00:00.000,Same-Day,19.77,1428.9,1342.43,71.18,5,23,
79680,TRK-793978863,48509,39622,11,10,2025-04-02 00:00:00.000,2025-04-05 00:00:00.000,2025-04-04 00:00:00.000,Express,42.59,8614.73,1912.43,133.61,5,56,
79681,TRK-520961568,89908,44428,3,5,2025-09-22 00:00:00.000,2025-09-29 00:00:00.000,2025-09-28 00:00:00.000,Standard,21.13,2532.11,1342.08,97.28,5,64,
79682,TRK-810842639,29390,86408,11,1,2025-06-10 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,Standard,14.7,5195.21,254.3,18.33,5,72,
79683,TRK-202724545,55189,81839,10,5,2025-09-02 00:00:00.000,2025-09-09 00:00:00.000,,Standard,4.19,5599.81,584.13,15.9,6,65,12
79684,TRK-76616389,56883,5167,7,1,2025-04-26 00:00:00.000,2025-05-03 00:00:00.000,2025-05-03 00:00:00.000,Standard,38.11,3930.61,312.76,-134.44,5,52,
79685,TRK-402273860,55605,84239,3,5,2025-06-05 00:00:00.000,2025-06-08 00:00:00.000,2025-06-07 00:00:00.000,Express,6.95,9667.4,1983.67,43.44,5,44,
79686,TRK-456071392,71762,70255,3,1,2025-12-03 00:00:00.000,2025-12-06 00:00:00.000,2025-12-06 00:00:00.000,Express,27.57,7650.37,1548.65,8.45,5,58,
79687,TRK-380462190,53083,68671,2,6,2025-11-16 00:00:00.000,2025-11-19 00:00:00.000,2025-11-19 00:00:00.000,Express,28.46,2962.7,141.54,126.3,5,7,
79688,TRK-287398601,61780,6100,8,5,2025-08-22 00:00:00.000,2025-08-29 00:00:00.000,,Standard,20.97,8693.87,1259.15,92.39,6,58,15
79689,TRK-149500019,6438,72341,3,11,2025-08-31 00:00:00.000,2025-09-07 00:00:00.000,2025-09-06 00:00:00.000,Standard,44.07,156.02,771.72,106.13,5,32,
79690,TRK-300716014,45474,4986,5,8,2025-04-18 00:00:00.000,2025-04-25 00:00:00.000,2025-04-27 00:00:00.000,Standard,15.97,9285.41,867.98,71.2,5,83,
79691,TRK-600325381,90408,56259,2,5,2025-10-16 00:00:00.000,2025-10-23 00:00:00.000,2025-10-23 00:00:00.000,Standard,43.69,5184.91,281.05,139.73,5,70,
79692,TRK-316994193,57122,95691,5,9,2025-11-12 00:00:00.000,2025-11-15 00:00:00.000,2025-11-15 00:00:00.000,Express,36.17,1361.67,1189.12,132.93,5,48,
79693,TRK-38343217,35077,96042,7,10,2025-04-11 00:00:00.000,2025-04-18 00:00:00.000,2025-04-20 00:00:00.000,Standard,18.32,331.71,1942.15,34.19,5,34,
79694,TRK-63961505,27135,79063,3,8,2025-07-03 00:00:00.000,2025-07-10 00:00:00.000,2025-07-09 00:00:00.000,Standard,5.78,9028.13,119.75,106.39,5,52,
79695,TRK-879110922,72275,77801,3,8,2025-06-02 00:00:00.000,2025-06-09 00:00:00.000,2025-06-12 00:00:00.000,Standard,6.11,6464.77,1896.12,121.76,5,1,
79696,TRK-53509544,4764,68640,12,3,2025-04-09 00:00:00.000,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,Same-Day,40.18,2901.19,770.49,14.88,5,96,
79697,TRK-27102232,16066,33787,2,6,2025-09-19 00:00:00.000,2025-09-26 00:00:00.000,2025-09-25 00:00:00.000,Standard,21.97,4689.93,1153.24,119.65,5,96,
79698,TRK-902468593,47949,37874,5,1,2025-07-02 00:00:00.000,2025-07-03 00:00:00.000,2025-07-02 00:00:00.000,Same-Day,7.52,8763.74,630.15,28.87,5,97,
79699,TRK-605338928,6056,49880,3,5,2025-07-05 00:00:00.000,2025-07-06 00:00:00.000,,Same-Day,45.81,9110.36,267.12,29.28,6,47,19
79700,TRK-488749478,95074,3473,5,2,2025-07-05 00:00:00.000,2025-07-12 00:00:00.000,,Standard,42.89,6248.16,1190.18,14.04,6,20,16
79701,TRK-778135769,94172,86008,3,2,2025-04-13 00:00:00.000,2025-04-20 00:00:00.000,,Standard,41.12,4548.77,258.25,33.47,6,11,19
79702,TRK-609641173,97600,22860,10,1,2025-06-04 00:00:00.000,2025-06-11 00:00:00.000,,Standard,3.77,355.58,1430.8,100.78,6,59,9
79703,TRK-145345329,39450,53395,12,2,2025-05-17 00:00:00.000,2025-05-24 00:00:00.000,2025-05-23 00:00:00.000,Standard,41.11,8152.19,1510.91,34.05,5,27,
79704,TRK-247472753,61341,10107,8,1,2025-07-04 00:00:00.000,2025-07-07 00:00:00.000,2025-07-06 00:00:00.000,Express,27.98,9866.15,280.08,61.59,5,18,
79705,TRK-592147195,60491,57228,10,1,2025-12-28 00:00:00.000,2025-12-31 00:00:00.000,2025-12-23 00:00:00.000,Express,47.86,1285.0,1399.16,62.76,5,9,
79706,TRK-699131831,64461,18485,5,12,2025-10-13 00:00:00.000,2025-10-16 00:00:00.000,2025-10-20 00:00:00.000,Express,15.15,9706.98,1623.33,100.24,5,32,
79707,TRK-476696271,55874,80882,12,3,2025-05-21 00:00:00.000,2025-05-24 00:00:00.000,,Express,34.65,7873.91,45.5,142.84,6,28,4
79708,TRK-423156160,89023,11175,1,8,2025-06-27 00:00:00.000,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,Express,7.79,5314.39,1301.23,11.35,5,1,
79709,TRK-484332825,44856,68981,8,3,2025-08-03 00:00:00.000,2025-08-10 00:00:00.000,2025-08-10 00:00:00.000,Standard,49.95,7856.42,479.24,7.41,5,82,
79710,TRK-317326089,42452,5233,3,6,2025-06-15 00:00:00.000,2025-06-18 00:00:00.000,2025-06-17 00:00:00.000,Express,21.15,6969.81,1783.8,11.01,5,43,
79711,TRK-280642772,56713,61628,6,7,2025-03-24 00:00:00.000,2025-03-31 00:00:00.000,2025-03-30 00:00:00.000,Standard,17.19,2486.25,1997.88,102.17,5,66,
79712,TRK-495784347,53131,58844,5,12,2025-10-21 00:00:00.000,2025-10-24 00:00:00.000,2025-10-23 00:00:00.000,Express,3.99,4901.14,656.85,60.2,5,57,
79713,TRK-767024563,35822,24399,8,10,2025-12-22 00:00:00.000,2025-12-29 00:00:00.000,2025-12-29 00:00:00.000,Standard,49.32,7693.19,522.52,63.5,5,88,
79714,TRK-444410715,44480,28852,3,2,2025-09-30 00:00:00.000,2025-10-07 00:00:00.000,2025-10-07 00:00:00.000,Standard,46.16,1828.18,118.93,125.74,5,72,
79715,TRK-676186436,58801,55270,4,2,2025-08-30 00:00:00.000,2025-09-02 00:00:00.000,2025-09-01 00:00:00.000,Express,45.26,3084.28,1179.32,36.21,5,75,
79716,TRK-280618537,19219,12572,6,8,2025-10-05 00:00:00.000,2025-10-12 00:00:00.000,2025-10-12 00:00:00.000,Standard,46.53,8812.74,1036.21,134.45,5,22,
79717,TRK-901768707,60429,78168,4,9,2025-05-01 00:00:00.000,2025-05-04 00:00:00.000,2025-05-03 00:00:00.000,Express,23.17,1845.66,998.86,97.44,5,81,
79718,TRK-893518956,50258,62115,8,3,2026-02-25 00:00:00.000,2026-02-28 00:00:00.000,2026-03-04 00:00:00.000,Express,10.44,2161.7,292.79,60.59,5,66,
79719,TRK-656450294,33493,59921,2,7,2025-06-28 00:00:00.000,2025-07-05 00:00:00.000,2025-07-05 00:00:00.000,Standard,40.73,9944.36,1939.8,59.03,5,68,
79720,TRK-796612840,13118,37316,5,5,2025-11-26 00:00:00.000,2025-12-03 00:00:00.000,2025-12-02 00:00:00.000,Standard,38.93,6401.31,29.34,92.29,5,2,
79721,TRK-888446535,38161,77384,10,5,2025-11-28 00:00:00.000,2025-11-29 00:00:00.000,,Same-Day,28.39,6139.73,1231.89,82.77,6,22,7
79722,TRK-164041792,17103,33739,10,7,2025-03-18 00:00:00.000,2025-03-25 00:00:00.000,2025-03-24 00:00:00.000,Standard,44.32,7124.44,844.08,42.14,5,92,
79723,TRK-456155444,35696,9110,11,12,2025-03-13 00:00:00.000,2025-03-16 00:00:00.000,,Express,1.04,8347.59,427.04,105.95,6,100,12
79724,TRK-226107346,31126,84779,3,12,2025-04-29 00:00:00.000,2025-04-30 00:00:00.000,2025-05-01 00:00:00.000,Same-Day,37.62,4885.01,1979.88,43.37,5,87,
79725,TRK-885550185,4754,28364,9,6,2025-05-29 00:00:00.000,2025-06-01 00:00:00.000,2025-06-03 00:00:00.000,Express,48.92,5326.38,1689.43,16.9,5,21,
79726,TRK-766939115,23396,48141,4,4,2025-05-03 00:00:00.000,2025-05-04 00:00:00.000,2025-05-04 00:00:00.000,Same-Day,33.6,9712.5,621.38,32.4,5,76,
79727,TRK-623704719,56973,33260,9,12,2025-08-21 00:00:00.000,2025-08-24 00:00:00.000,2025-08-24 00:00:00.000,Express,20.1,593.89,1850.29,59.34,5,85,
79728,TRK-730863752,34120,66012,6,3,2025-05-03 00:00:00.000,2025-05-10 00:00:00.000,2025-05-12 00:00:00.000,Standard,33.48,4155.24,984.23,10.67,5,45,
79729,TRK-167263577,24184,82719,10,1,2025-06-27 00:00:00.000,2025-06-30 00:00:00.000,,Express,16.4,1527.09,385.88,79.26,6,43,6
79730,TRK-358935346,27152,80299,8,6,2025-07-15 00:00:00.000,2025-07-16 00:00:00.000,2025-07-15 00:00:00.000,Same-Day,40.66,7570.9,1114.23,49.36,5,100,
79731,TRK-192284240,17849,14370,5,10,2025-11-24 00:00:00.000,2025-11-27 00:00:00.000,2025-11-26 00:00:00.000,Express,15.55,5782.13,926.78,37.28,5,97,
79732,TRK-927928994,81194,39557,10,2,2025-09-27 00:00:00.000,2025-10-04 00:00:00.000,2025-10-03 00:00:00.000,Standard,5.17,6814.49,1365.8,75.55,5,64,
79733,TRK-918564012,48219,82879,8,8,2025-05-15 00:00:00.000,2025-05-22 00:00:00.000,2025-05-21 00:00:00.000,Standard,35.45,6588.99,1999.73,42.98,5,51,
79734,TRK-80503332,26799,90173,6,2,2025-07-01 00:00:00.000,2025-07-08 00:00:00.000,2025-07-07 00:00:00.000,Standard,49.15,5866.42,1048.41,117.55,5,80,
79735,TRK-427286111,98512,8311,9,4,2025-03-22 00:00:00.000,2025-03-25 00:00:00.000,2025-03-25 00:00:00.000,Express,31.24,989.76,1047.04,49.34,5,97,
79736,TRK-933704609,31552,50439,4,9,2025-07-10 00:00:00.000,2025-07-11 00:00:00.000,2025-07-10 00:00:00.000,Same-Day,16.82,5983.39,628.86,111.37,5,28,
79737,TRK-768678533,12018,56301,4,5,2025-12-20 00:00:00.000,2025-12-27 00:00:00.000,2025-12-26 00:00:00.000,Standard,42.75,1358.59,1284.76,29.79,5,8,
79738,TRK-996150358,51897,30641,4,4,2025-07-30 00:00:00.000,2025-08-06 00:00:00.000,2025-08-06 00:00:00.000,Standard,26.14,7504.23,133.07,55.92,5,66,
79739,TRK-613670887,69861,65683,10,10,2025-09-18 00:00:00.000,2025-09-25 00:00:00.000,2025-09-25 00:00:00.000,Standard,11.93,5850.25,1027.13,104.47,5,67,
79740,TRK-674645658,23129,83864,8,11,2026-02-02 00:00:00.000,2026-02-09 00:00:00.000,2026-02-09 00:00:00.000,Standard,15.72,7698.38,1372.94,84.42,5,69,
79741,TRK-816573118,73735,60983,11,3,2025-04-25 00:00:00.000,2025-04-28 00:00:00.000,2025-04-27 00:00:00.000,Express,34.74,3450.15,1290.13,71.81,5,28,
79742,TRK-973147325,57870,33688,3,2,2025-12-21 00:00:00.000,2025-12-28 00:00:00.000,2025-12-27 00:00:00.000,Standard,24.32,4187.26,1453.34,121.73,5,64,
79743,TRK-430449019,3998,26991,2,8,2025-11-04 00:00:00.000,2025-11-07 00:00:00.000,2025-11-07 00:00:00.000,Express,33.79,3170.07,83.31,70.7,5,88,
79744,TRK-543933968,96102,4972,8,3,2025-05-31 00:00:00.000,2025-06-07 00:00:00.000,2025-06-10 00:00:00.000,Standard,36.41,859.57,563.79,126.23,5,5,
79745,TRK-644467593,69530,98032,9,12,2025-09-06 00:00:00.000,2025-09-09 00:00:00.000,2025-09-08 00:00:00.000,Express,36.41,1757.54,1036.09,131.39,5,57,
79746,TRK-936372063,37971,18703,5,5,2026-02-11 00:00:00.000,2026-02-18 00:00:00.000,2026-02-18 00:00:00.000,Standard,32.97,1784.23,1611.49,130.11,5,77,
79747,TRK-588809508,23466,80667,2,2,2025-09-27 00:00:00.000,2025-10-04 00:00:00.000,2025-10-05 00:00:00.000,Standard,33.98,8717.1,,61.55,5,94,
79748,TRK-795805618,87813,86574,7,10,2025-03-06 00:00:00.000,2025-03-09 00:00:00.000,2025-03-08 00:00:00.000,Express,12.24,5026.55,453.69,39.29,5,75,
79749,TRK-851714285,23829,47415,2,6,2025-12-30 00:00:00.000,2026-01-06 00:00:00.000,,Standard,39.77,5548.83,1136.63,102.68,6,93,19
79750,TRK-96104601,8052,43870,1,3,2025-12-14 00:00:00.000,2025-12-17 00:00:00.000,2025-12-16 00:00:00.000,Express,38.69,7303.19,503.31,107.11,5,9,
79751,TRK-361455254,73090,14907,9,3,2025-07-21 00:00:00.000,2025-07-28 00:00:00.000,2025-07-28 00:00:00.000,Standard,25.95,3000.35,1789.82,5.73,5,89,
79752,TRK-742861529,62796,42249,2,8,2025-09-05 00:00:00.000,2025-09-12 00:00:00.000,2025-09-12 00:00:00.000,Standard,17.05,9062.5,847.43,76.83,5,87,
79753,TRK-219158922,82903,76013,11,11,2026-01-26 00:00:00.000,2026-01-29 00:00:00.000,2026-01-29 00:00:00.000,Express,43.02,1893.41,1468.84,46.32,5,77,
79754,TRK-649791635,21794,66990,7,3,2025-08-07 00:00:00.000,2025-08-08 00:00:00.000,2025-08-07 00:00:00.000,Same-Day,15.95,5058.0,529.9,63.44,5,93,
79755,TRK-403323253,12746,87236,5,12,2025-12-20 00:00:00.000,2025-12-27 00:00:00.000,2025-12-27 00:00:00.000,Standard,39.68,138.5,564.51,111.22,5,2,
79756,TRK-783909229,75919,23610,6,2,2025-03-04 00:00:00.000,2025-03-11 00:00:00.000,,Standard,14.08,8888.64,638.01,123.64,6,54,3
79757,TRK-491866317,79972,39836,7,11,2025-08-07 00:00:00.000,2025-08-10 00:00:00.000,2025-08-14 00:00:00.000,Express,1.51,4565.72,1168.04,23.1,5,17,
79758,TRK-933201041,94146,21762,4,11,2025-09-13 00:00:00.000,2025-09-14 00:00:00.000,,Same-Day,39.03,9615.23,146.09,62.87,6,25,6
79759,TRK-988945198,94931,22984,5,2,2025-08-25 00:00:00.000,2025-08-26 00:00:00.000,2025-08-27 00:00:00.000,Same-Day,22.64,5380.68,1035.25,121.29,5,88,
79760,TRK-378566652,38861,85640,3,7,2025-05-25 00:00:00.000,2025-05-28 00:00:00.000,2025-05-31 00:00:00.000,Express,4.49,3173.36,766.8,130.54,5,85,
79761,TRK-662179486,66845,21874,9,7,2025-12-22 00:00:00.000,2025-12-25 00:00:00.000,2025-12-24 00:00:00.000,Express,46.04,5937.28,1230.85,128.37,5,84,
79762,TRK-929378454,83241,2995,11,11,2025-06-17 00:00:00.000,2025-06-24 00:00:00.000,2025-06-24 00:00:00.000,Standard,18.95,7342.58,1889.26,144.63,5,11,
79763,TRK-891884375,53188,50799,8,12,2025-12-08 00:00:00.000,2025-12-15 00:00:00.000,,Standard,7.46,7275.77,521.35,121.07,6,45,5
79764,TRK-762926231,24322,89847,10,8,2025-09-08 00:00:00.000,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,Standard,22.63,6148.94,1911.11,44.86,5,95,
79765,TRK-434393972,12209,40295,12,10,2026-02-01 00:00:00.000,2026-02-04 00:00:00.000,2026-02-03 00:00:00.000,Express,44.9,2975.44,351.88,20.5,5,37,
79766,TRK-687606809,59649,37721,12,6,2026-02-17 00:00:00.000,2026-02-18 00:00:00.000,2026-02-21 00:00:00.000,Same-Day,48.14,1415.67,,57.19,5,29,
79767,TRK-42402910,71077,56066,6,12,2025-10-24 00:00:00.000,2025-10-27 00:00:00.000,2025-10-27 00:00:00.000,Express,44.63,1977.33,1168.37,44.99,5,99,
79768,TRK-470956257,22833,4881,4,12,2025-10-08 00:00:00.000,2025-10-11 00:00:00.000,2025-10-10 00:00:00.000,Express,44.4,7503.64,242.64,108.81,5,40,
79769,TRK-245113743,37140,81081,5,2,2025-09-01 00:00:00.000,2025-09-08 00:00:00.000,2025-09-12 00:00:00.000,Standard,25.51,3157.02,413.53,143.91,5,38,
79770,TRK-578804126,33441,33255,8,5,2025-07-27 00:00:00.000,2025-08-03 00:00:00.000,2025-08-02 00:00:00.000,Standard,34.01,7268.73,665.54,30.36,5,80,
79771,TRK-77534322,34584,47034,6,2,2025-10-04 00:00:00.000,2025-10-11 00:00:00.000,2025-10-10 00:00:00.000,Standard,46.9,3985.94,471.06,21.44,5,11,
79772,TRK-533868475,24452,22812,5,9,2025-07-17 00:00:00.000,2025-07-20 00:00:00.000,2025-07-21 00:00:00.000,Express,13.82,3021.4,185.37,13.47,5,73,
79773,TRK-852455351,63879,3401,7,10,2026-01-26 00:00:00.000,2026-02-02 00:00:00.000,2026-02-02 00:00:00.000,Standard,13.6,8638.2,240.68,103.31,5,63,
79774,TRK-26484305,94857,13084,9,6,2025-04-20 00:00:00.000,2025-04-27 00:00:00.000,2025-04-26 00:00:00.000,Standard,21.36,9973.9,1452.49,128.39,5,40,
79775,TRK-659796503,92651,13715,9,8,2025-12-22 00:00:00.000,2025-12-29 00:00:00.000,2025-12-29 00:00:00.000,Standard,9.32,110.71,1303.96,100.85,5,59,
79776,TRK-363572399,70156,24772,4,4,2025-11-18 00:00:00.000,2025-11-21 00:00:00.000,2025-11-20 00:00:00.000,Express,5.96,4159.32,1470.73,148.91,5,1,
79777,TRK-425567684,68762,93254,2,5,2025-11-12 00:00:00.000,2025-11-19 00:00:00.000,2025-11-18 00:00:00.000,Standard,37.58,5454.09,653.64,90.38,5,82,
79778,TRK-586474564,41391,65944,3,6,2025-04-06 00:00:00.000,2025-04-13 00:00:00.000,2025-04-13 00:00:00.000,Standard,34.62,5855.06,1434.1,26.87,5,70,
79779,TRK-842478299,75434,47363,5,11,2025-04-28 00:00:00.000,2025-05-01 00:00:00.000,2025-05-05 00:00:00.000,Express,16.18,1737.47,1654.98,68.81,5,37,
79780,TRK-301303888,19347,82592,7,6,2025-05-23 00:00:00.000,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,Standard,15.3,517.54,1804.98,52.77,5,70,
79781,TRK-540079142,81287,18866,9,10,2025-09-11 00:00:00.000,2025-09-14 00:00:00.000,,Express,3.22,3505.84,110.55,145.98,6,96,12
79782,TRK-24470028,47032,36650,6,3,2025-08-14 00:00:00.000,2025-08-17 00:00:00.000,2025-08-17 00:00:00.000,Express,20.65,5616.73,1679.93,29.72,5,51,
79783,TRK-721526059,7351,21934,5,5,2025-03-07 00:00:00.000,2025-03-14 00:00:00.000,2025-03-13 00:00:00.000,Standard,19.57,3730.36,1425.95,26.64,5,63,
79784,TRK-695759042,786,21444,1,12,2025-08-07 00:00:00.000,2025-08-10 00:00:00.000,2025-08-12 00:00:00.000,Express,31.07,580.06,747.54,87.21,5,16,
79785,TRK-328992634,14083,58286,10,1,2025-03-10 00:00:00.000,2025-03-17 00:00:00.000,,Standard,36.69,2843.86,1564.38,19.59,6,15,13
79786,TRK-478512606,50922,91799,4,5,2025-10-04 00:00:00.000,2025-10-07 00:00:00.000,2025-10-07 00:00:00.000,Express,35.74,285.68,23.36,136.37,5,91,
79787,TRK-922967961,38021,86370,12,12,2025-04-23 00:00:00.000,2025-04-24 00:00:00.000,2025-04-24 00:00:00.000,Same-Day,34.55,9308.78,1182.76,108.59,5,57,
79788,TRK-455142223,13685,51874,2,7,2026-01-10 00:00:00.000,2026-01-17 00:00:00.000,2026-01-17 00:00:00.000,Standard,44.61,1349.84,1377.96,64.19,5,97,
79789,TRK-58832712,34548,84924,1,1,2025-07-05 00:00:00.000,2025-07-08 00:00:00.000,2025-07-07 00:00:00.000,Express,29.0,9096.9,1561.71,102.66,5,99,
79790,TRK-892444944,14318,3090,2,7,2025-11-11 00:00:00.000,2025-11-12 00:00:00.000,,Same-Day,1.25,1535.52,1574.73,37.28,6,21,19
79791,TRK-598627662,74263,85849,3,6,2025-03-29 00:00:00.000,2025-04-05 00:00:00.000,,Standard,17.77,8906.7,1880.21,50.72,6,38,3
79792,TRK-863628740,97318,51296,1,5,2025-09-14 00:00:00.000,2025-09-15 00:00:00.000,,Same-Day,3.26,5894.55,1564.54,104.13,6,79,2
79793,TRK-439780689,13814,38036,5,1,2025-05-17 00:00:00.000,2025-05-18 00:00:00.000,,Same-Day,24.08,8342.49,1927.2,57.61,6,68,11
79794,TRK-420333934,92527,19470,2,5,2025-06-11 00:00:00.000,2025-06-18 00:00:00.000,2025-06-19 00:00:00.000,Standard,16.72,3743.26,1588.66,31.43,5,81,
79795,TRK-828334252,45259,70377,10,2,2025-09-02 00:00:00.000,2025-09-05 00:00:00.000,2025-09-04 00:00:00.000,Express,21.6,4318.51,1166.22,107.36,5,41,
79796,TRK-71905829,72768,51838,5,3,2025-12-17 00:00:00.000,2025-12-24 00:00:00.000,2025-12-23 00:00:00.000,Standard,18.89,9933.32,592.08,120.16,5,75,
79797,TRK-514406035,55472,43505,1,8,2025-09-25 00:00:00.000,2025-10-02 00:00:00.000,2025-10-02 00:00:00.000,Standard,32.94,8416.46,139.95,110.0,5,49,
79798,TRK-152072100,546,12943,12,6,2025-06-13 00:00:00.000,2025-06-14 00:00:00.000,2025-06-14 00:00:00.000,Same-Day,2.99,5307.65,850.0,87.61,5,31,
79799,TRK-848331113,76562,44667,8,10,2025-03-25 00:00:00.000,2025-04-01 00:00:00.000,2025-03-31 00:00:00.000,Standard,4.65,2307.87,784.76,22.65,5,33,
79800,TRK-653137828,30540,77062,7,8,2025-03-08 00:00:00.000,2025-03-11 00:00:00.000,2025-03-10 00:00:00.000,Express,12.57,2247.05,949.54,32.86,5,26,
79801,TRK-692733179,94759,9653,2,8,2025-07-10 00:00:00.000,2025-07-17 00:00:00.000,2025-07-17 00:00:00.000,Standard,46.91,1195.07,837.08,104.44,5,55,
79802,TRK-12724171,61479,72156,8,3,2025-06-15 00:00:00.000,2025-06-22 00:00:00.000,2025-06-21 00:00:00.000,Standard,1.35,6148.38,730.7,59.92,5,48,
79803,TRK-96621232,58688,35408,7,2,2025-04-27 00:00:00.000,2025-05-04 00:00:00.000,2025-05-05 00:00:00.000,Standard,48.87,3450.0,996.97,138.3,5,93,
79804,TRK-137362268,20434,81190,12,1,2025-05-08 00:00:00.000,2025-05-15 00:00:00.000,2025-05-14 00:00:00.000,Standard,35.06,8085.92,1749.13,7.14,5,7,
79805,TRK-468511935,48433,27238,10,3,2025-07-19 00:00:00.000,2025-07-20 00:00:00.000,2025-07-24 00:00:00.000,Same-Day,34.16,1893.1,263.48,38.85,5,79,
79806,TRK-942735788,68951,13886,12,5,2025-09-26 00:00:00.000,2025-10-03 00:00:00.000,,Standard,25.02,4023.29,71.63,83.12,6,33,1
79807,TRK-244009997,27171,13617,11,12,2025-07-13 00:00:00.000,2025-07-20 00:00:00.000,2025-07-19 00:00:00.000,Standard,3.04,4003.43,1104.84,139.51,5,14,
79808,TRK-112681854,9778,88721,6,1,2025-03-07 00:00:00.000,2025-03-14 00:00:00.000,2025-03-13 00:00:00.000,Standard,27.51,6780.94,945.89,19.07,5,54,
79809,TRK-538806140,66211,76109,12,1,2025-04-09 00:00:00.000,2025-04-16 00:00:00.000,2025-04-16 00:00:00.000,Standard,5.93,2026.08,459.44,108.17,5,19,
79810,TRK-551377924,82718,15427,4,12,2025-06-16 00:00:00.000,2025-06-23 00:00:00.000,2025-06-23 00:00:00.000,Standard,27.16,3637.74,1464.15,142.95,5,81,
79811,TRK-126892261,52500,21101,5,6,2025-12-31 00:00:00.000,2026-01-07 00:00:00.000,2026-01-07 00:00:00.000,Standard,48.44,1978.65,226.06,81.5,5,90,
79812,TRK-259532298,5402,93409,3,2,2025-06-08 00:00:00.000,2025-06-15 00:00:00.000,2025-06-15 00:00:00.000,Standard,27.66,646.12,239.46,95.78,5,100,
79813,TRK-121835056,41137,21488,8,3,2026-02-03 00:00:00.000,2026-02-10 00:00:00.000,2026-02-10 00:00:00.000,Standard,48.81,8172.41,1082.49,109.89,5,89,
79814,TRK-92752143,82877,10100,8,4,2025-03-09 00:00:00.000,2025-03-10 00:00:00.000,2025-03-09 00:00:00.000,Same-Day,17.44,9476.71,521.67,146.28,5,99,
79815,TRK-874805490,74481,75485,5,8,2025-03-19 00:00:00.000,2025-03-26 00:00:00.000,2025-03-26 00:00:00.000,Standard,22.5,476.48,1534.86,121.3,5,51,
79816,TRK-809861518,21397,31247,12,2,2026-01-20 00:00:00.000,2026-01-27 00:00:00.000,2026-01-26 00:00:00.000,Standard,21.77,2727.32,229.64,130.31,5,59,
79817,TRK-276645696,35914,1447,7,6,2025-09-16 00:00:00.000,2025-09-19 00:00:00.000,2025-09-18 00:00:00.000,Express,44.69,9681.49,397.62,42.21,5,23,
79818,TRK-84648763,11974,37155,2,8,2025-08-25 00:00:00.000,2025-09-01 00:00:00.000,2025-08-31 00:00:00.000,Standard,28.21,2445.8,1288.51,67.89,5,35,
79819,TRK-918394483,59080,12969,10,2,2025-03-07 00:00:00.000,2025-03-14 00:00:00.000,2025-03-14 00:00:00.000,Standard,15.34,5795.41,1230.01,128.89,5,2,
79820,TRK-427500606,77146,77186,1,9,2025-05-24 00:00:00.000,2025-05-31 00:00:00.000,2025-05-30 00:00:00.000,Standard,6.69,8311.18,1641.4,34.92,5,65,
79821,TRK-340497621,90234,18991,9,10,2025-09-16 00:00:00.000,2025-09-23 00:00:00.000,2025-09-23 00:00:00.000,Standard,13.14,9905.02,1844.25,104.29,5,78,
79822,TRK-903107788,83177,48364,8,5,2025-07-09 00:00:00.000,2025-07-12 00:00:00.000,2025-07-11 00:00:00.000,Express,22.97,5765.69,1255.21,11.79,5,49,
79823,TRK-98237905,4841,21752,6,4,2025-09-09 00:00:00.000,2025-09-16 00:00:00.000,,Standard,9.22,4787.29,1478.22,112.3,6,21,12
79824,TRK-153929068,56396,61098,12,3,2025-03-30 00:00:00.000,2025-04-06 00:00:00.000,2025-04-05 00:00:00.000,Standard,7.94,1369.76,1987.29,92.11,5,72,
79825,TRK-842106377,61522,43556,4,12,2025-05-11 00:00:00.000,2025-05-18 00:00:00.000,2025-05-17 00:00:00.000,Standard,27.11,5829.5,1953.07,62.89,5,86,
79826,TRK-665256025,59865,69789,5,7,2025-10-06 00:00:00.000,2025-10-13 00:00:00.000,2025-10-12 00:00:00.000,Standard,31.85,1012.66,56.35,38.7,5,64,
79827,TRK-595637071,21898,5339,1,9,2025-12-11 00:00:00.000,2025-12-14 00:00:00.000,2025-12-16 00:00:00.000,Express,39.45,7648.58,112.09,118.19,5,8,
79828,TRK-725678667,70098,70119,4,11,2025-05-22 00:00:00.000,2025-05-25 00:00:00.000,2025-05-24 00:00:00.000,Express,43.86,9614.61,1901.04,102.04,5,11,
